>> Method, Nduas, Uduas, Rduas, UduaPerc, RduaPerc, Time_s, Time_ms
@@ weka.classifiers.rules.JRip$RipperRule.copy,6,1,2,16.666666666666664,33.33333333333333,0,1
@@ weka.classifiers.rules.JRip$RipperRule.covers,20,4,8,20.0,40.0,0,0
@@ weka.classifiers.rules.JRip$RipperRule.hasAntds,8,3,4,37.5,50.0,0,0
@@ weka.classifiers.rules.JRip$RipperRule.computeDefAccu,22,3,8,13.636363636363635,36.36363636363637,0,1
@@ weka.classifiers.rules.JRip$RipperRule.grow,137,40,77,29.1970802919708,56.20437956204379,0,31
@@ weka.classifiers.rules.JRip$RipperRule.computeInfoGain,4,2,2,50.0,50.0,0,0
@@ weka.classifiers.rules.JRip$RipperRule.prune,150,37,61,24.666666666666668,40.666666666666664,0,29
@@ weka.classifiers.rules.JRip$RipperRule.toString,24,3,6,12.5,25.0,0,1
@@ weka.classifiers.rules.JRip$NumericAntd.splitData,200,57,116,28.499999999999996,57.99999999999999,0,59
@@ weka.classifiers.rules.JRip$NumericAntd.covers,30,5,9,16.666666666666664,30.0,0,1
@@ weka.classifiers.rules.JRip$NumericAntd.toString,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.rules.PART.buildClassifier,92,24,38,26.08695652173913,41.30434782608695,0,6
@@ weka.classifiers.rules.PART.setOptions,29,10,11,34.48275862068966,37.93103448275862,0,1
@@ weka.classifiers.rules.PART.getOptions,83,28,33,33.734939759036145,39.75903614457831,0,5
@@ weka.classifiers.rules.PART.toString,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.rules.PART.getMeasure,4,2,2,50.0,50.0,0,0
@@ weka.classifiers.rules.OneR.classifyInstance,51,9,19,17.647058823529413,37.254901960784316,0,1
@@ weka.classifiers.rules.OneR.buildClassifier,30,11,18,36.666666666666664,60.0,0,1
@@ weka.classifiers.rules.OneR.newRule,26,4,9,15.384615384615385,34.61538461538461,0,0
@@ weka.classifiers.rules.OneR.newNominalRule,26,4,7,15.384615384615385,26.923076923076923,0,1
@@ weka.classifiers.rules.OneR.newNumericRule,162,44,91,27.160493827160494,56.17283950617284,0,28
@@ weka.classifiers.rules.OneR.setOptions,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.rules.OneR.toSource,68,14,23,20.588235294117645,33.82352941176471,0,5
@@ weka.classifiers.rules.OneR.toString,12,3,4,25.0,33.33333333333333,0,0
@@ weka.classifiers.rules.ZeroR.buildClassifier,63,18,36,28.57142857142857,57.14285714285714,0,5
@@ weka.classifiers.rules.ZeroR.distributionForInstance,8,2,2,25.0,25.0,0,0
@@ weka.classifiers.rules.ZeroR.toSource,11,2,3,18.181818181818183,27.27272727272727,0,0
@@ weka.classifiers.rules.ZeroR.toString,13,3,4,23.076923076923077,30.76923076923077,0,0
@@ weka.classifiers.rules.OneR$OneRRule.toString,59,11,22,18.64406779661017,37.28813559322034,0,5
@@ weka.classifiers.rules.JRip$NominalAntd.splitData,74,12,21,16.216216216216218,28.37837837837838,0,5
@@ weka.classifiers.rules.JRip$NominalAntd.covers,16,3,5,18.75,31.25,0,1
@@ weka.classifiers.rules.RuleStats.setNumAllConds,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.rules.RuleStats.getSimpleStats,13,3,4,23.076923076923077,30.76923076923077,0,0
@@ weka.classifiers.rules.RuleStats.getFiltered,13,3,4,23.076923076923077,30.76923076923077,0,0
@@ weka.classifiers.rules.RuleStats.getDistributions,13,3,4,23.076923076923077,30.76923076923077,0,0
@@ weka.classifiers.rules.RuleStats.numAllConditions,17,9,13,52.94117647058824,76.47058823529412,0,2
@@ weka.classifiers.rules.RuleStats.countData,30,5,9,16.666666666666664,30.0,0,2
@@ weka.classifiers.rules.RuleStats.countData,49,9,16,18.367346938775512,32.6530612244898,0,4
@@ weka.classifiers.rules.RuleStats.computeSimpleStats,45,8,12,17.77777777777778,26.666666666666668,0,4
@@ weka.classifiers.rules.RuleStats.addAndUpdate,45,10,11,22.22222222222222,24.444444444444443,0,1
@@ weka.classifiers.rules.RuleStats.subsetDL,5,2,3,40.0,60.0,0,0
@@ weka.classifiers.rules.RuleStats.theoryDL,13,3,4,23.076923076923077,30.76923076923077,0,0
@@ weka.classifiers.rules.RuleStats.dataDL,27,4,7,14.814814814814813,25.925925925925924,0,1
@@ weka.classifiers.rules.RuleStats.potential,14,5,9,35.714285714285715,64.28571428571429,0,1
@@ weka.classifiers.rules.RuleStats.minDataDLIfDeleted,73,12,20,16.43835616438356,27.397260273972602,0,9
@@ weka.classifiers.rules.RuleStats.minDataDLIfExists,54,8,17,14.814814814814813,31.48148148148148,0,2
@@ weka.classifiers.rules.RuleStats.reduceDL,63,15,26,23.809523809523807,41.269841269841265,0,4
@@ weka.classifiers.rules.RuleStats.removeLast,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.classifiers.rules.RuleStats.rmCoveredBySuccessives,34,9,17,26.47058823529412,50.0,0,2
@@ weka.classifiers.rules.RuleStats.stratify,76,14,22,18.421052631578945,28.947368421052634,0,6
@@ weka.classifiers.rules.RuleStats.combinedDL,62,12,24,19.35483870967742,38.70967741935484,0,3
@@ weka.classifiers.rules.part.PruneableDecList.buildDecList,121,30,53,24.793388429752067,43.80165289256198,0,11
@@ weka.classifiers.rules.part.PruneableDecList.pruneEnd,5,2,2,40.0,40.0,0,1
@@ weka.classifiers.rules.part.PruneableDecList.errorsForTree,37,10,17,27.027027027027028,45.94594594594595,0,2
@@ weka.classifiers.rules.part.ClassifierDecList.buildDecList,73,17,30,23.28767123287671,41.0958904109589,0,6
@@ weka.classifiers.rules.part.ClassifierDecList.classifyInstance,27,9,15,33.33333333333333,55.55555555555556,0,1
@@ weka.classifiers.rules.part.ClassifierDecList.distributionForInstance,12,2,4,16.666666666666664,33.33333333333333,0,1
@@ weka.classifiers.rules.part.ClassifierDecList.weight,24,4,6,16.666666666666664,25.0,0,0
@@ weka.classifiers.rules.part.ClassifierDecList.cleanup,21,5,7,23.809523809523807,33.33333333333333,0,1
@@ weka.classifiers.rules.part.ClassifierDecList.toString,11,2,3,18.181818181818183,27.27272727272727,0,1
@@ weka.classifiers.rules.part.ClassifierDecList.chooseIndex,65,22,42,33.84615384615385,64.61538461538461,0,8
@@ weka.classifiers.rules.part.ClassifierDecList.chooseLastIndex,42,10,25,23.809523809523807,59.523809523809526,0,2
@@ weka.classifiers.rules.part.ClassifierDecList.getSizeOfBranch,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ weka.classifiers.rules.part.ClassifierDecList.dumpDecList,15,2,2,13.333333333333334,13.333333333333334,0,0
@@ weka.classifiers.rules.part.ClassifierDecList.getProbs,28,4,6,14.285714285714285,21.428571428571427,0,1
@@ weka.classifiers.rules.part.C45PruneableDecList.buildDecList,113,30,52,26.548672566371685,46.017699115044245,0,10
@@ weka.classifiers.rules.part.C45PruneableDecList.pruneEnd,5,2,2,40.0,40.0,0,0
@@ weka.classifiers.rules.part.C45PruneableDecList.getEstimatedErrorsForTree,28,6,13,21.428571428571427,46.42857142857143,0,1
@@ weka.classifiers.rules.part.MakeDecList.buildClassifier,92,28,46,30.434782608695656,50.0,0,15
@@ weka.classifiers.rules.part.MakeDecList.toString,16,2,4,12.5,25.0,0,1
@@ weka.classifiers.rules.part.MakeDecList.classifyInstance,23,5,13,21.73913043478261,56.52173913043478,0,1
@@ weka.classifiers.rules.part.MakeDecList.distributionForInstance,42,10,20,23.809523809523807,47.61904761904761,0,2
@@ weka.classifiers.functions.MultilayerPerceptron$ControlPanel$5.actionPerformed,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.MultilayerPerceptron$NodePanel.selection,122,33,56,27.049180327868854,45.90163934426229,0,11
@@ weka.classifiers.functions.MultilayerPerceptron$NodePanel.paintComponent,103,14,22,13.592233009708737,21.35922330097087,0,8
@@ weka.classifiers.functions.LinearRegression.buildClassifier,127,35,70,27.559055118110237,55.118110236220474,0,14
@@ weka.classifiers.functions.LinearRegression.classifyInstance,17,3,6,17.647058823529413,35.294117647058826,0,0
@@ weka.classifiers.functions.LinearRegression.toString,163,30,74,18.404907975460123,45.39877300613497,0,20
@@ weka.classifiers.functions.LinearRegression.coefficients,39,7,18,17.94871794871795,46.15384615384615,0,1
@@ weka.classifiers.functions.LinearRegression.getOptions,16,8,9,50.0,56.25,0,0
@@ weka.classifiers.functions.LinearRegression.setOptions,17,6,7,35.294117647058826,41.17647058823529,0,1
@@ weka.classifiers.functions.LinearRegression.setAttributeSelectionMethod,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.LinearRegression.deselectColinearAttributes,49,12,27,24.489795918367346,55.10204081632652,0,3
@@ weka.classifiers.functions.LinearRegression.findBestModel,205,57,96,27.80487804878049,46.82926829268293,0,43
@@ weka.classifiers.functions.LinearRegression.calculateSE,18,2,4,11.11111111111111,22.22222222222222,0,1
@@ weka.classifiers.functions.LinearRegression.regressionPrediction,35,7,18,20.0,51.42857142857142,0,2
@@ weka.classifiers.functions.LinearRegression.doRegression,261,77,136,29.50191570881226,52.10727969348659,0,60
@@ weka.classifiers.functions.MultilayerPerceptron$ControlPanel$3.actionPerformed,15,3,4,20.0,26.666666666666668,0,0
@@ weka.classifiers.functions.SMOreg.setOptions,27,8,9,29.629629629629626,33.33333333333333,0,1
@@ weka.classifiers.functions.SMOreg.getCapabilities,12,2,3,16.666666666666664,25.0,0,0
@@ weka.classifiers.functions.SMOreg.buildClassifier,132,47,88,35.60606060606061,66.66666666666666,0,15
@@ weka.classifiers.functions.SMOreg.classifyInstance,26,6,11,23.076923076923077,42.30769230769231,0,0
@@ weka.classifiers.functions.SMOreg.setFilterType,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.SMOreg.toString,11,3,4,27.27272727272727,36.36363636363637,0,0
@@ weka.classifiers.functions.SMOreg.getMeasure,7,3,4,42.857142857142854,57.14285714285714,0,0
@@ weka.classifiers.functions.SMOreg.measureKernelEvaluations,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.SMOreg.measureCacheHits,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.GaussianProcesses.getCapabilities,12,2,3,16.666666666666664,25.0,0,1
@@ weka.classifiers.functions.GaussianProcesses.buildClassifier,234,71,109,30.34188034188034,46.58119658119658,0,36
@@ weka.classifiers.functions.GaussianProcesses.classifyInstance,21,2,4,9.523809523809524,19.047619047619047,0,6
@@ weka.classifiers.functions.GaussianProcesses.filterInstance,28,8,14,28.57142857142857,50.0,0,1
@@ weka.classifiers.functions.GaussianProcesses.computeStdDev,8,2,2,25.0,25.0,0,0
@@ weka.classifiers.functions.GaussianProcesses.predictIntervals,23,2,4,8.695652173913043,17.391304347826086,0,0
@@ weka.classifiers.functions.GaussianProcesses.getStandardDeviation,19,2,4,10.526315789473683,21.052631578947366,0,0
@@ weka.classifiers.functions.GaussianProcesses.logDensity,23,2,4,8.695652173913043,17.391304347826086,0,1
@@ weka.classifiers.functions.GaussianProcesses.setOptions,20,6,7,30.0,35.0,0,1
@@ weka.classifiers.functions.GaussianProcesses.setFilterType,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.GaussianProcesses.toString,129,29,60,22.48062015503876,46.51162790697674,0,15
@@ weka.classifiers.functions.SGD.getCapabilities,18,4,8,22.22222222222222,44.44444444444444,0,0
@@ weka.classifiers.functions.SGD.setLossFunction,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ weka.classifiers.functions.SGD.setOptions,27,10,11,37.03703703703704,40.74074074074074,0,1
@@ weka.classifiers.functions.SGD.getOptions,8,4,5,50.0,62.5,0,0
@@ weka.classifiers.functions.SGD.buildClassifier,81,41,65,50.617283950617285,80.24691358024691,0,6
@@ weka.classifiers.functions.SGD.dloss,48,11,20,22.916666666666664,41.66666666666667,0,1
@@ weka.classifiers.functions.SGD.train,20,4,7,20.0,35.0,0,1
@@ weka.classifiers.functions.SGD.dotProd,67,23,46,34.32835820895522,68.65671641791045,0,6
@@ weka.classifiers.functions.SGD.updateClassifier,179,53,100,29.608938547486037,55.865921787709496,0,22
@@ weka.classifiers.functions.SGD.distributionForInstance,59,19,33,32.20338983050847,55.932203389830505,0,2
@@ weka.classifiers.functions.SGD.toString,75,18,30,24.0,40.0,0,7
@@ weka.classifiers.functions.SGD.aggregate,37,5,9,13.513513513513514,24.324324324324326,0,1
@@ weka.classifiers.functions.SGD.finalizeAggregation,18,3,5,16.666666666666664,27.77777777777778,0,1
@@ weka.classifiers.functions.Logistic$OptObject.logOfSum,14,4,6,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.functions.Logistic$OptObject.objectiveFunction,120,22,36,18.333333333333332,30.0,0,15
@@ weka.classifiers.functions.Logistic$OptObject.evaluateGradient,162,27,46,16.666666666666664,28.39506172839506,0,34
@@ weka.classifiers.functions.MultilayerPerceptron.setReset,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.setSeed,4,2,2,50.0,50.0,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.setValidationThreshold,4,2,2,50.0,50.0,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.setLearningRate,14,4,6,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.setMomentum,14,4,6,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.setAutoBuild,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.setHiddenLayers,47,27,41,57.446808510638306,87.2340425531915,0,5
@@ weka.classifiers.functions.MultilayerPerceptron.setGUI,4,2,2,50.0,50.0,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.setValidationSetSize,6,3,4,50.0,66.66666666666666,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.setTrainingTime,4,2,2,50.0,50.0,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.addNode,16,2,4,12.5,25.0,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.removeNode,41,8,23,19.51219512195122,56.09756097560976,0,2
@@ weka.classifiers.functions.MultilayerPerceptron.setClassType,118,28,53,23.728813559322035,44.91525423728814,0,17
@@ weka.classifiers.functions.MultilayerPerceptron.blocker,4,2,2,50.0,50.0,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.updateDisplay,8,2,2,25.0,25.0,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.resetNetwork,12,2,4,16.666666666666664,33.33333333333333,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.calculateOutputs,12,2,4,16.666666666666664,33.33333333333333,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.calculateErrors,28,4,7,14.285714285714285,25.0,0,1
@@ weka.classifiers.functions.MultilayerPerceptron.updateNetworkWeights,14,2,4,14.285714285714285,28.57142857142857,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.setupInputs,26,5,11,19.230769230769234,42.30769230769231,0,1
@@ weka.classifiers.functions.MultilayerPerceptron.setupOutputs,31,5,10,16.129032258064516,32.25806451612903,0,1
@@ weka.classifiers.functions.MultilayerPerceptron.setupHiddenLayer,212,44,95,20.754716981132077,44.81132075471698,0,46
@@ weka.classifiers.functions.MultilayerPerceptron.setEndsToLinear,19,4,6,21.052631578947366,31.57894736842105,0,1
@@ weka.classifiers.functions.MultilayerPerceptron.initializeClassifier,162,46,83,28.39506172839506,51.23456790123457,0,20
@@ weka.classifiers.functions.MultilayerPerceptron.next,262,64,107,24.427480916030532,40.839694656488554,0,52
@@ weka.classifiers.functions.MultilayerPerceptron.done,15,5,6,33.33333333333333,40.0,0,1
@@ weka.classifiers.functions.MultilayerPerceptron.buildClassifier,3,1,2,33.33333333333333,66.66666666666666,0,0
@@ weka.classifiers.functions.MultilayerPerceptron.distributionForInstance,127,21,40,16.535433070866144,31.496062992125985,0,12
@@ weka.classifiers.functions.MultilayerPerceptron.setOptions,71,28,29,39.436619718309856,40.845070422535215,0,7
@@ weka.classifiers.functions.MultilayerPerceptron.getOptions,26,16,17,61.53846153846154,65.38461538461539,0,1
@@ weka.classifiers.functions.MultilayerPerceptron.toString,95,18,30,18.947368421052634,31.57894736842105,0,15
@@ weka.classifiers.functions.MultilayerPerceptron$ControlPanel$2.paintComponent,14,2,2,14.285714285714285,14.285714285714285,0,0
@@ weka.classifiers.functions.MultilayerPerceptron$1.windowClosing,9,2,3,22.22222222222222,33.33333333333333,0,0
@@ weka.classifiers.functions.SimpleLogistic.getOptions,13,6,7,46.15384615384615,53.84615384615385,0,0
@@ weka.classifiers.functions.SimpleLogistic.setOptions,24,10,11,41.66666666666667,45.83333333333333,0,1
@@ weka.classifiers.functions.SimpleLogistic.setHeuristicStop,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.SimpleLogistic.toString,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.SimpleLogistic.getMeasure,7,3,4,42.857142857142854,57.14285714285714,0,0
@@ weka.classifiers.functions.SGDText.dloss,10,4,6,40.0,60.0,0,0
@@ weka.classifiers.functions.SGDText.setStemmer,5,2,2,40.0,40.0,0,0
@@ weka.classifiers.functions.SGDText.setStopwordsHandler,5,2,2,40.0,40.0,0,0
@@ weka.classifiers.functions.SGDText.setLossFunction,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.SGDText.setOptions,78,27,34,34.61538461538461,43.58974358974359,0,6
@@ weka.classifiers.functions.SGDText.getOptions,51,16,19,31.372549019607842,37.254901960784316,0,3
@@ weka.classifiers.functions.SGDText.buildClassifier,14,5,6,35.714285714285715,42.857142857142854,0,1
@@ weka.classifiers.functions.SGDText.train,30,10,17,33.33333333333333,56.666666666666664,0,2
@@ weka.classifiers.functions.SGDText.updateClassifier,76,15,23,19.736842105263158,30.263157894736842,0,5
@@ weka.classifiers.functions.SGDText.tokenizeInstance,84,19,36,22.61904761904762,42.857142857142854,0,12
@@ weka.classifiers.functions.SGDText.pruneDictionary,30,8,13,26.666666666666668,43.333333333333336,0,1
@@ weka.classifiers.functions.SGDText.distributionForInstance,30,7,11,23.333333333333332,36.666666666666664,0,1
@@ weka.classifiers.functions.SGDText.dotProd,69,15,25,21.73913043478261,36.231884057971016,0,6
@@ weka.classifiers.functions.SGDText.toString,71,15,25,21.12676056338028,35.2112676056338,0,6
@@ weka.classifiers.functions.SGDText.getDictionarySize,25,4,9,16.0,36.0,0,1
@@ weka.classifiers.functions.SGDText.aggregate,23,3,5,13.043478260869565,21.73913043478261,0,1
@@ weka.classifiers.functions.SGDText.finalizeAggregation,14,2,3,14.285714285714285,21.428571428571427,0,1
@@ weka.classifiers.functions.MultilayerPerceptron$NodePanel$1.mousePressed,270,45,79,16.666666666666664,29.259259259259256,0,28
@@ weka.classifiers.functions.SMO.getCapabilities,11,2,3,18.181818181818183,27.27272727272727,0,1
@@ weka.classifiers.functions.SMO.buildClassifier,294,88,140,29.931972789115648,47.61904761904761,0,64
@@ weka.classifiers.functions.SMO.distributionForInstance,191,49,119,25.654450261780106,62.30366492146597,0,22
@@ weka.classifiers.functions.SMO.obtainVotes,77,15,37,19.480519480519483,48.05194805194805,0,5
@@ weka.classifiers.functions.SMO.sparseWeights,24,5,9,20.833333333333336,37.5,0,1
@@ weka.classifiers.functions.SMO.sparseIndices,24,5,9,20.833333333333336,37.5,0,1
@@ weka.classifiers.functions.SMO.bias,24,5,9,20.833333333333336,37.5,0,1
@@ weka.classifiers.functions.SMO.classAttributeNames,12,2,4,16.666666666666664,33.33333333333333,0,0
@@ weka.classifiers.functions.SMO.attributeNames,44,8,16,18.181818181818183,36.36363636363637,0,3
@@ weka.classifiers.functions.SMO.listOptions,5,2,3,40.0,60.0,0,0
@@ weka.classifiers.functions.SMO.setOptions,52,16,17,30.76923076923077,32.69230769230769,0,3
@@ weka.classifiers.functions.SMO.getOptions,11,4,5,36.36363636363637,45.45454545454545,0,0
@@ weka.classifiers.functions.SMO.setChecksTurnedOff,4,2,2,50.0,50.0,0,0
@@ weka.classifiers.functions.SMO.setFilterType,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.SMO.toString,64,12,22,18.75,34.375,0,5
@@ weka.classifiers.functions.MultilayerPerceptron$NeuralEnd.onUnit,24,5,8,20.833333333333336,33.33333333333333,0,0
@@ weka.classifiers.functions.MultilayerPerceptron$NeuralEnd.drawNode,16,2,3,12.5,18.75,0,0
@@ weka.classifiers.functions.MultilayerPerceptron$NeuralEnd.outputValue,54,11,21,20.37037037037037,38.88888888888889,0,1
@@ weka.classifiers.functions.MultilayerPerceptron$NeuralEnd.errorValue,77,12,25,15.584415584415584,32.467532467532465,0,3
@@ weka.classifiers.functions.MultilayerPerceptron$NeuralEnd.reset,21,5,8,23.809523809523807,38.095238095238095,0,1
@@ weka.classifiers.functions.MultilayerPerceptron$NeuralEnd.saveWeights,12,2,4,16.666666666666664,33.33333333333333,0,0
@@ weka.classifiers.functions.MultilayerPerceptron$NeuralEnd.restoreWeights,12,2,4,16.666666666666664,33.33333333333333,0,1
@@ weka.classifiers.functions.MultilayerPerceptron$NeuralEnd.setLink,29,10,16,34.48275862068966,55.172413793103445,0,1
@@ weka.classifiers.functions.Logistic.setOptions,13,4,5,30.76923076923077,38.46153846153847,0,1
@@ weka.classifiers.functions.Logistic.getOptions,10,4,5,40.0,50.0,0,0
@@ weka.classifiers.functions.Logistic.buildClassifier,286,66,119,23.076923076923077,41.60839160839161,0,78
@@ weka.classifiers.functions.Logistic.distributionForInstance,26,5,11,19.230769230769234,42.30769230769231,0,1
@@ weka.classifiers.functions.Logistic.evaluateProbability,59,10,17,16.94915254237288,28.8135593220339,0,3
@@ weka.classifiers.functions.Logistic.toString,327,80,136,24.464831804281346,41.59021406727829,0,100
@@ weka.classifiers.functions.Logistic.aggregate,52,8,14,15.384615384615385,26.923076923076923,0,2
@@ weka.classifiers.functions.Logistic.finalizeAggregation,38,7,12,18.421052631578945,31.57894736842105,0,2
@@ weka.classifiers.functions.VotedPerceptron.setOptions,25,8,9,32.0,36.0,0,1
@@ weka.classifiers.functions.VotedPerceptron.buildClassifier,56,17,31,30.357142857142854,55.35714285714286,0,7
@@ weka.classifiers.functions.VotedPerceptron.distributionForInstance,63,20,32,31.746031746031743,50.79365079365079,0,4
@@ weka.classifiers.functions.VotedPerceptron.innerProduct,68,22,43,32.35294117647059,63.23529411764706,0,6
@@ weka.classifiers.functions.VotedPerceptron.makePrediction,40,12,20,30.0,50.0,0,2
@@ weka.classifiers.functions.SimpleLinearRegression.getOptions,5,2,3,40.0,60.0,0,0
@@ weka.classifiers.functions.SimpleLinearRegression.classifyInstance,19,3,4,15.789473684210526,21.052631578947366,0,0
@@ weka.classifiers.functions.SimpleLinearRegression.buildClassifier,264,73,128,27.65151515151515,48.484848484848484,0,67
@@ weka.classifiers.functions.SimpleLinearRegression.foundUsefulAttribute,4,2,2,50.0,50.0,0,0
@@ weka.classifiers.functions.SimpleLinearRegression.toString,48,6,9,12.5,18.75,0,1
@@ weka.classifiers.functions.SMO$BinarySMO.fitCalibrator,79,13,24,16.455696202531644,30.37974683544304,0,8
@@ weka.classifiers.functions.SMO$BinarySMO.buildClassifier,302,99,162,32.78145695364238,53.64238410596026,0,85
@@ weka.classifiers.functions.SMO$BinarySMO.SVMOutput,128,27,59,21.09375,46.09375,0,10
@@ weka.classifiers.functions.SMO$BinarySMO.toString,188,45,79,23.93617021276596,42.02127659574468,0,31
@@ weka.classifiers.functions.SMO$BinarySMO.examineExample,178,45,81,25.280898876404496,45.50561797752809,0,15
@@ weka.classifiers.functions.SMO$BinarySMO.takeStep,725,273,415,37.6551724137931,57.24137931034483,0,357
@@ weka.classifiers.functions.SMO$BinarySMO.checkClassifier,134,26,57,19.402985074626866,42.53731343283582,0,16
@@ weka.classifiers.functions.supportVector.RBFKernel.buildKernel,36,7,15,19.444444444444446,41.66666666666667,0,4
@@ weka.classifiers.functions.supportVector.RBFKernel.evaluate,19,3,4,15.789473684210526,21.052631578947366,0,0
@@ weka.classifiers.functions.supportVector.RegSMOImproved.setOptions,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.functions.supportVector.RegSMOImproved.getOptions,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.functions.supportVector.RegSMOImproved.takeStep,119,15,26,12.605042016806722,21.84873949579832,0,10
@@ weka.classifiers.functions.supportVector.RegSMOImproved.updateIndexSetFor,70,9,14,12.857142857142856,20.0,0,2
@@ weka.classifiers.functions.supportVector.RegSMOImproved.updateBoundaries,52,12,25,23.076923076923077,48.07692307692308,0,2
@@ weka.classifiers.functions.supportVector.RegSMOImproved.examineExample,419,113,264,26.968973747016705,63.0071599045346,0,42
@@ weka.classifiers.functions.supportVector.RegSMOImproved.init,29,4,7,13.793103448275861,24.137931034482758,0,1
@@ weka.classifiers.functions.supportVector.RegSMOImproved.optimize1,72,40,48,55.55555555555556,66.66666666666666,0,12
@@ weka.classifiers.functions.supportVector.RegSMOImproved.optimize2,71,38,45,53.52112676056338,63.38028169014085,0,11
@@ weka.classifiers.functions.supportVector.RegSMOImproved.buildClassifier,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ weka.classifiers.functions.supportVector.StringKernel.listOptions,25,5,9,20.0,36.0,0,1
@@ weka.classifiers.functions.supportVector.StringKernel.setOptions,43,14,15,32.55813953488372,34.883720930232556,0,2
@@ weka.classifiers.functions.supportVector.StringKernel.getOptions,4,2,3,50.0,75.0,0,0
@@ weka.classifiers.functions.supportVector.StringKernel.setPruningMethod,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ weka.classifiers.functions.supportVector.StringKernel.setCacheSize,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.supportVector.StringKernel.setInternalCacheSize,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.classifiers.functions.supportVector.StringKernel.setUseNormalization,9,2,3,22.22222222222222,33.33333333333333,0,0
@@ weka.classifiers.functions.supportVector.StringKernel.eval,115,28,50,24.347826086956523,43.47826086956522,0,8
@@ weka.classifiers.functions.supportVector.StringKernel.unnormalizedKernel,63,11,19,17.46031746031746,30.158730158730158,0,2
@@ weka.classifiers.functions.supportVector.StringKernel.getReturnValue,2,2,2,100.0,100.0,0,0
@@ weka.classifiers.functions.supportVector.StringKernel.kernel,54,9,18,16.666666666666664,33.33333333333333,0,4
@@ weka.classifiers.functions.supportVector.StringKernel.kernelHelper,54,6,13,11.11111111111111,24.074074074074073,0,1
@@ weka.classifiers.functions.supportVector.StringKernel.kernelHelper2,75,9,20,12.0,26.666666666666668,0,2
@@ weka.classifiers.functions.supportVector.StringKernel.kernelLP,59,10,20,16.94915254237288,33.89830508474576,0,4
@@ weka.classifiers.functions.supportVector.StringKernel.kernelHelperLP,83,13,26,15.66265060240964,31.32530120481928,0,3
@@ weka.classifiers.functions.supportVector.StringKernel.kernelHelper2LP,141,31,60,21.98581560283688,42.5531914893617,0,15
@@ weka.classifiers.functions.supportVector.StringKernel.calculatePowersOfLambda,12,2,4,16.666666666666664,33.33333333333333,0,0
@@ weka.classifiers.functions.supportVector.StringKernel.getPowerOfLambda,10,3,4,30.0,40.0,0,1
@@ weka.classifiers.functions.supportVector.StringKernel.initVars,26,8,20,30.76923076923077,76.92307692307693,0,1
@@ weka.classifiers.functions.supportVector.PrecomputedKernelMatrixKernel.setOptions,7,2,3,28.57142857142857,42.857142857142854,0,1
@@ weka.classifiers.functions.supportVector.PrecomputedKernelMatrixKernel.eval,16,3,4,18.75,25.0,0,1
