>> Method, Nduas, Uduas, Rduas, UduaPerc, RduaPerc, Time_s, Time_ms
@@ org.apache.commons.compress.utils.IOUtils.readFully,29,7,15,24.137931034482758,51.724137931034484,0,2
@@ org.apache.commons.compress.utils.IOUtils.readFully,19,8,14,42.10526315789473,73.68421052631578,0,1
@@ org.apache.commons.compress.utils.IOUtils.closeQuietly,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.compress.utils.ByteUtils.fromLittleEndian,14,2,4,14.285714285714285,28.57142857142857,0,1
@@ org.apache.commons.compress.utils.ByteUtils.fromLittleEndian,16,4,8,25.0,50.0,0,0
@@ org.apache.commons.compress.utils.ByteUtils.fromLittleEndian,16,4,8,25.0,50.0,0,1
@@ org.apache.commons.compress.utils.ByteUtils.fromLittleEndian,13,2,4,15.384615384615385,30.76923076923077,0,0
@@ org.apache.commons.compress.utils.ByteUtils.toLittleEndian,12,2,4,16.666666666666664,33.33333333333333,0,0
@@ org.apache.commons.compress.utils.ByteUtils.toLittleEndian,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ org.apache.commons.compress.utils.ByteUtils.toLittleEndian,11,2,4,18.181818181818183,36.36363636363637,0,1
@@ org.apache.commons.compress.utils.ByteUtils.toLittleEndian,11,2,4,18.181818181818183,36.36363636363637,0,1
@@ org.apache.commons.compress.utils.ByteUtils.checkReadLength,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.compress.utils.SkipShieldingInputStream.skip,5,2,3,40.0,60.0,0,1
@@ org.apache.commons.compress.utils.MultiReadOnlySeekableByteChannel.read,45,17,29,37.77777777777778,64.44444444444444,0,6
@@ org.apache.commons.compress.utils.MultiReadOnlySeekableByteChannel.close,6,3,4,50.0,66.66666666666666,0,0
@@ org.apache.commons.compress.utils.MultiReadOnlySeekableByteChannel.isOpen,5,3,4,60.0,80.0,0,1
@@ org.apache.commons.compress.utils.MultiReadOnlySeekableByteChannel.size,7,2,4,28.57142857142857,57.14285714285714,0,1
@@ org.apache.commons.compress.utils.MultiReadOnlySeekableByteChannel.position,50,12,24,24.0,48.0,0,4
@@ org.apache.commons.compress.utils.MultiReadOnlySeekableByteChannel.forSeekableByteChannels,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.compress.utils.MultiReadOnlySeekableByteChannel.forFiles,15,4,6,26.666666666666668,40.0,0,1
@@ org.apache.commons.compress.utils.CountingOutputStream.count,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.utils.FixedLengthBlockOutputStream$BufferAtATimeOutputChannel.write,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ org.apache.commons.compress.utils.FixedLengthBlockOutputStream$BufferAtATimeOutputChannel.isOpen,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.utils.FixedLengthBlockOutputStream$BufferAtATimeOutputChannel.close,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.FileNameUtil.<init>,54,19,30,35.18518518518518,55.55555555555556,0,10
@@ org.apache.commons.compress.compressors.FileNameUtil.isCompressedFilename,28,7,15,25.0,53.57142857142857,0,2
@@ org.apache.commons.compress.compressors.FileNameUtil.getUncompressedFilename,30,7,16,23.333333333333332,53.333333333333336,0,2
@@ org.apache.commons.compress.compressors.FileNameUtil.getCompressedFilename,32,7,16,21.875,50.0,0,2
@@ org.apache.commons.compress.compressors.CompressorStreamFactory$2.run,5,1,2,20.0,40.0,0,0
@@ org.apache.commons.compress.compressors.CompressorStreamFactory$1.run,5,1,2,20.0,40.0,0,0
@@ org.apache.commons.compress.compressors.CompressorStreamFactory.putAll,5,1,2,20.0,40.0,0,0
@@ org.apache.commons.compress.compressors.CompressorStreamFactory.detect,45,13,24,28.888888888888886,53.333333333333336,0,3
@@ org.apache.commons.compress.compressors.CompressorStreamFactory.createCompressorInputStream,69,22,42,31.88405797101449,60.86956521739131,0,8
@@ org.apache.commons.compress.compressors.CompressorStreamFactory.createCompressorOutputStream,42,14,26,33.33333333333333,61.904761904761905,0,3
@@ org.apache.commons.compress.compressors.CompressorStreamFactory.getCompressorInputStreamProviders,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.compress.compressors.CompressorStreamFactory.getCompressorOutputStreamProviders,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.compress.compressors.CompressorStreamFactory.setDecompressConcatenated,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$UncompressedState.state,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$UncompressedState.read,40,7,17,17.5,42.5,0,3
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$UncompressedState.hasData,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.deflate64.Deflate64CompressorInputStream.read,7,4,4,57.14285714285714,57.14285714285714,0,0
@@ org.apache.commons.compress.compressors.deflate64.Deflate64CompressorInputStream.read,14,3,4,21.428571428571427,28.57142857142857,0,0
@@ org.apache.commons.compress.compressors.deflate64.Deflate64CompressorInputStream.available,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.compressors.deflate64.Deflate64CompressorInputStream.close,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$BinaryTreeNode.left,13,3,6,23.076923076923077,46.15384615384615,0,0
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$BinaryTreeNode.right,13,3,6,23.076923076923077,46.15384615384615,0,0
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder.decode,34,10,13,29.411764705882355,38.23529411764706,0,3
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder.switchToUncompressedState,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder.nextSymbol,27,11,15,40.74074074074074,55.55555555555556,0,2
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder.populateDynamicTables,66,22,40,33.33333333333333,60.60606060606061,0,11
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder.buildTree,36,8,13,22.22222222222222,36.11111111111111,0,3
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder.getCodes,30,5,9,16.666666666666664,30.0,0,2
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder.readBits,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$HuffmanCodes.state,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$HuffmanCodes.decodeNext,64,16,27,25.0,42.1875,0,8
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$HuffmanCodes.copyFromRunBuffer,11,2,2,18.181818181818183,18.181818181818183,0,1
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$HuffmanCodes.hasData,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$DecodingMemory.add,12,2,4,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$DecodingMemory.recordToBuffer,36,6,10,16.666666666666664,27.77777777777778,0,2
@@ org.apache.commons.compress.compressors.deflate64.HuffmanDecoder$DecodingMemory.incCounter,10,3,5,30.0,50.0,0,0
@@ org.apache.commons.compress.compressors.brotli.BrotliCompressorInputStream.read,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.compressors.brotli.BrotliUtils.isBrotliCompressionAvailable,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.compress.compressors.brotli.BrotliUtils.setCacheBrotliAvailablity,11,4,6,36.36363636363637,54.54545454545454,0,0
@@ org.apache.commons.compress.compressors.lz4.XXHash32.update,56,11,20,19.642857142857142,35.714285714285715,0,2
@@ org.apache.commons.compress.compressors.lz4.XXHash32.getValue,46,8,14,17.391304347826086,30.434782608695656,0,3
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorInputStream.read,55,15,18,27.27272727272727,32.72727272727273,0,2
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorInputStream.readSizes,16,5,9,31.25,56.25,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorInputStream.readSizeBytes,9,3,6,33.33333333333333,66.66666666666666,0,1
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorInputStream.initializeBackReference,15,4,7,26.666666666666668,46.666666666666664,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.read,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.close,8,2,3,25.0,37.5,0,1
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.read,44,11,19,25.0,43.18181818181818,0,2
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.init,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.readSignature,24,12,18,50.0,75.0,0,2
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.readFrameDescriptor,55,20,27,36.36363636363637,49.09090909090909,0,5
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.nextBlock,41,11,19,26.82926829268293,46.34146341463415,0,1
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.maybeFinishCurrentBlock,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.verifyContentChecksum,8,2,3,25.0,37.5,0,1
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.verifyChecksum,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.readOneByte,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.readOnce,14,2,2,14.285714285714285,14.285714285714285,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.isSkippableFrameSignature,16,6,11,37.5,68.75,0,1
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.skipSkippableFrame,22,6,12,27.27272727272727,54.54545454545454,0,2
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.appendToBlockDependencyBuffer,17,3,4,17.647058823529413,23.52941176470588,0,1
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream.matches,14,3,4,21.428571428571427,28.57142857142857,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream.<init>,8,4,5,50.0,62.5,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream.write,42,5,9,11.904761904761903,21.428571428571427,0,2
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream.finish,10,3,4,30.0,40.0,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream.writeFrameDescriptor,26,8,15,30.76923076923077,57.692307692307686,0,1
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream.flushBlock,58,13,17,22.413793103448278,29.310344827586203,0,4
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream.writeTrailer,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream.appendToBlockDependencyBuffer,18,3,4,16.666666666666664,22.22222222222222,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream$Pair.setBackReference,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream$Pair.hasBackReference,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream$Pair.canBeWritten,4,3,4,75.0,100.0,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream$Pair.writeTo,23,6,8,26.08695652173913,34.78260869565217,0,1
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream$Pair.literalLength,7,2,4,28.57142857142857,57.14285714285714,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream$Pair.lengths,9,5,7,55.55555555555556,77.77777777777779,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream$Pair.writeLength,6,1,2,16.666666666666664,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream$Pair.prependTo,4,1,2,25.0,50.0,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.finish,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.prefill,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.writeBlocksAndReturnUnfinishedPair,8,3,5,37.5,62.5,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.clearUnusedBlocks,23,5,10,21.73913043478261,43.47826086956522,0,2
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.expand,13,3,5,23.076923076923077,38.46153846153847,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.expandFromList,61,19,33,31.147540983606557,54.09836065573771,0,10
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.clearUnusedPairs,27,7,15,25.925925925925924,55.55555555555556,0,2
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.writeFinalLiteralBlock,10,2,4,20.0,40.0,0,0
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.writeWritablePairs,26,9,15,34.61538461538461,57.692307692307686,0,4
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream.rewriteLastPairs,70,19,30,27.142857142857142,42.857142857142854,0,9
@@ org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream$1.accept,16,4,4,25.0,25.0,0,1
@@ org.apache.commons.compress.compressors.gzip.GzipParameters.setCompressionLevel,7,3,5,42.857142857142854,71.42857142857143,0,1
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorOutputStream.writeHeader,27,11,13,40.74074074074074,48.148148148148145,0,2
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorOutputStream.write,21,3,5,14.285714285714285,23.809523809523807,0,1
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorOutputStream.deflate,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorOutputStream.finish,12,2,3,16.666666666666664,25.0,0,0
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorOutputStream.close,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream.<init>,10,2,3,20.0,30.0,0,1
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream.init,67,24,33,35.82089552238806,49.25373134328358,0,8
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream.readToNull,13,4,6,30.76923076923077,46.15384615384615,0,0
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream.read,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream.read,77,16,30,20.77922077922078,38.961038961038966,0,9
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream.matches,6,4,6,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream.close,14,4,4,28.57142857142857,28.57142857142857,0,1
@@ org.apache.commons.compress.compressors.z.ZCompressorInputStream.<init>,18,7,10,38.88888888888889,55.55555555555556,0,1
@@ org.apache.commons.compress.compressors.z.ZCompressorInputStream.clearEntries,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.compressors.z.ZCompressorInputStream.readNextCode,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.compressors.z.ZCompressorInputStream.reAlignReading,15,4,8,26.666666666666668,53.333333333333336,0,1
@@ org.apache.commons.compress.compressors.z.ZCompressorInputStream.addEntry,10,3,5,30.0,50.0,0,0
@@ org.apache.commons.compress.compressors.z.ZCompressorInputStream.decompressNextSymbol,26,7,11,26.923076923076923,42.30769230769231,0,1
@@ org.apache.commons.compress.compressors.z.ZCompressorInputStream.matches,6,4,6,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.compressors.xz.XZUtils.matches,20,6,12,30.0,60.0,0,1
@@ org.apache.commons.compress.compressors.xz.XZUtils.isXZCompressionAvailable,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.compress.compressors.xz.XZUtils.setCacheXZAvailablity,11,4,6,36.36363636363637,54.54545454545454,0,0
@@ org.apache.commons.compress.compressors.xz.XZCompressorInputStream.matches,20,6,12,30.0,60.0,0,0
@@ org.apache.commons.compress.compressors.xz.XZCompressorInputStream.<init>,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.compress.compressors.xz.XZCompressorInputStream.read,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.compressors.snappy.PureJavaCrc32C.update,86,17,27,19.767441860465116,31.3953488372093,0,9
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorOutputStream.write,27,3,7,11.11111111111111,25.925925925925924,0,1
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorOutputStream.finish,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorOutputStream.flushBuffer,9,3,5,33.33333333333333,55.55555555555556,0,0
@@ org.apache.commons.compress.compressors.snappy.SnappyCompressorInputStream.read,52,11,14,21.153846153846153,26.923076923076923,0,3
@@ org.apache.commons.compress.compressors.snappy.SnappyCompressorInputStream.fill,51,12,19,23.52941176470588,37.254901960784316,0,3
@@ org.apache.commons.compress.compressors.snappy.SnappyCompressorInputStream.readLiteralLength,20,6,7,30.0,35.0,0,1
@@ org.apache.commons.compress.compressors.snappy.SnappyCompressorInputStream.readSize,11,3,6,27.27272727272727,54.54545454545454,0,1
@@ org.apache.commons.compress.compressors.snappy.SnappyCompressorOutputStream$1.accept,12,3,3,25.0,25.0,0,1
@@ org.apache.commons.compress.compressors.snappy.SnappyCompressorOutputStream.finish,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.snappy.SnappyCompressorOutputStream.writeUncompressedSize,19,6,10,31.57894736842105,52.63157894736842,0,1
@@ org.apache.commons.compress.compressors.snappy.SnappyCompressorOutputStream.writeLiteralBlock,23,5,8,21.73913043478261,34.78260869565217,0,1
@@ org.apache.commons.compress.compressors.snappy.SnappyCompressorOutputStream.writeBackReference,17,6,8,35.294117647058826,47.05882352941176,0,0
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.<init>,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.read,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.close,8,2,3,25.0,37.5,0,1
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.read,13,3,4,23.076923076923077,30.76923076923077,0,1
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.available,13,3,4,23.076923076923077,30.76923076923077,0,0
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.readOnce,51,11,17,21.568627450980394,33.33333333333333,0,2
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.readNextBlock,47,17,27,36.17021276595745,57.446808510638306,0,4
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.readCrc,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.skipBlock,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.readStreamIdentifier,4,3,4,75.0,100.0,0,1
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.readOneByte,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.verifyLastChecksumAndReset,12,3,5,25.0,41.66666666666667,0,0
@@ org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream.matches,14,3,4,21.428571428571427,28.57142857142857,0,0
@@ org.apache.commons.compress.compressors.pack200.Pack200Utils.normalize,28,13,17,46.42857142857143,60.71428571428571,0,2
@@ org.apache.commons.compress.compressors.pack200.Pack200CompressorOutputStream.finish,22,6,8,27.27272727272727,36.36363636363637,0,0
@@ org.apache.commons.compress.compressors.pack200.Pack200CompressorInputStream.<init>,19,7,8,36.84210526315789,42.10526315789473,0,1
@@ org.apache.commons.compress.compressors.pack200.Pack200CompressorInputStream.close,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.pack200.Pack200CompressorInputStream.matches,20,6,12,30.0,60.0,0,1
@@ org.apache.commons.compress.compressors.deflate.DeflateParameters.setCompressionLevel,7,3,5,42.857142857142854,71.42857142857143,0,0
@@ org.apache.commons.compress.compressors.deflate.DeflateCompressorOutputStream.<init>,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStream.<init>,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStream.read,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStream.matches,12,7,12,58.333333333333336,100.0,0,0
@@ org.apache.commons.compress.compressors.zstandard.ZstdUtils.isZstdCompressionAvailable,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.compress.compressors.zstandard.ZstdUtils.setCacheZstdAvailablity,11,4,6,36.36363636363637,54.54545454545454,0,0
@@ org.apache.commons.compress.compressors.zstandard.ZstdUtils.matches,42,16,28,38.095238095238095,66.66666666666666,0,3
@@ org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStream.read,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.compressors.lz77support.Parameters.isPowerOfTwo,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.<init>,7,3,4,42.857142857142854,57.14285714285714,0,0
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.compress,23,5,9,21.73913043478261,39.130434782608695,0,1
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.finish,16,3,6,18.75,37.5,0,3
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.prefill,30,5,9,16.666666666666664,30.0,0,2
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.doCompress,28,7,9,25.0,32.142857142857146,0,1
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.slide,59,11,16,18.64406779661017,27.11864406779661,0,6
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.initialize,11,2,4,18.181818181818183,36.36363636363637,0,1
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.compress,102,33,65,32.35294117647059,63.725490196078425,0,18
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.longestMatchForNextPosition,15,2,2,13.333333333333334,13.333333333333334,0,1
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.insertStringsInMatch,13,2,4,15.384615384615385,30.76923076923077,0,0
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.catchUpMissedInserts,7,1,2,14.285714285714285,28.57142857142857,0,0
@@ org.apache.commons.compress.compressors.lz77support.LZ77Compressor.longestMatch,64,23,43,35.9375,67.1875,0,11
@@ org.apache.commons.compress.compressors.lz77support.Parameters$Builder.<init>,6,3,4,50.0,66.66666666666666,0,0
@@ org.apache.commons.compress.compressors.lz77support.Parameters$Builder.withMinBackReferenceLength,15,3,4,20.0,26.666666666666668,0,0
@@ org.apache.commons.compress.compressors.lz77support.Parameters$Builder.withMaxBackReferenceLength,10,2,3,20.0,30.0,0,0
@@ org.apache.commons.compress.compressors.lz77support.Parameters$Builder.withMaxOffset,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.compressors.lz77support.Parameters$Builder.withMaxLiteralLength,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.compressors.lz77support.Parameters$Builder.build,38,10,13,26.31578947368421,34.21052631578947,0,3
@@ org.apache.commons.compress.compressors.lzma.LZMACompressorInputStream.read,4,2,3,50.0,75.0,0,1
@@ org.apache.commons.compress.compressors.lzma.LZMACompressorInputStream.matches,10,6,10,60.0,100.0,0,1
@@ org.apache.commons.compress.compressors.lzma.LZMAUtils.matches,20,6,12,30.0,60.0,0,1
@@ org.apache.commons.compress.compressors.lzma.LZMAUtils.isLZMACompressionAvailable,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.compress.compressors.lzma.LZMAUtils.setCacheLZMAAvailablity,11,4,6,36.36363636363637,54.54545454545454,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream$Data.initTT,10,3,5,30.0,50.0,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.hbMakeCodeLengths,215,51,78,23.72093023255814,36.27906976744186,0,187
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.chooseBlockSize,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.<init>,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.write,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.writeRun,38,5,6,13.157894736842104,15.789473684210526,0,1
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.finalize,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.finish,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.close,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.flush,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.initBlock,6,1,2,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.endBlock,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.write,31,6,11,19.35483870967742,35.483870967741936,0,1
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.write0,23,4,6,17.391304347826086,26.08695652173913,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.hbAssignCodes,35,12,20,34.285714285714285,57.14285714285714,0,5
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.bsFinishedWithStream,8,1,2,12.5,25.0,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.bsW,16,2,4,12.5,25.0,0,0
@@ org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.sendMTFValues,31,6,11,19.35483870967742,35.483870967741936,0,1
